Activity,Station_ID,Site Name,Gear,SRBC Method,Date,Time,Fish,County
Fish,1923,PINE000.0-00015,Electroshock (Other),FISH-004,6/25/2012,9:30,central stoneroller,2
Fish,1923,PINE000.0-00015,Electroshock (Other),FISH-004,6/25/2012,9:30,common shiner,193
Fish,1923,PINE000.0-00015,Electroshock (Other),FISH-004,6/25/2012,9:30,river chub,411
Fish,1923,PINE000.0-00015,Electroshock (Other),FISH-004,6/25/2012,9:30,margined madtom,85
Fish,1923,PINE000.0-00015,Electroshock (Other),FISH-004,6/25/2012,9:30,American eel,5
Fish,1923,PINE000.0-00015,Electroshock (Other),FISH-004,6/25/2012,9:30,bluntnose minnow,34
Fish,1923,PINE000.0-00015,Electroshock (Other),FISH-004,6/25/2012,9:30,mimic shiner,1
Fish,1923,PINE000.0-00015,Electroshock (Other),FISH-004,6/25/2012,9:30,longnose dace,131
Fish,1923,PINE000.0-00015,Electroshock (Other),FISH-004,6/25/2012,9:30,creek chub,1
Fish,1923,PINE000.0-00015,Electroshock (Other),FISH-004,6/25/2012,9:30,fallfish,31
Fish,1923,PINE000.0-00015,Electroshock (Other),FISH-004,6/25/2012,9:30,spottail shiner,4
Fish,1923,PINE000.0-00015,Electroshock (Other),FISH-004,6/25/2012,9:30,white sucker,36
Fish,1924,PINE000.0-00016,Electroshock (Other),FISH-004,6/25/2012,9:30,creek chub,4
Fish,1924,PINE000.0-00016,Electroshock (Other),FISH-004,6/25/2012,9:30,shield darter,16
Fish,1924,PINE000.0-00016,Electroshock (Other),FISH-004,6/25/2012,9:30,banded darter,37
Fish,1924,PINE000.0-00016,Electroshock (Other),FISH-004,6/25/2012,9:30,tessellated darter,29
Fish,1924,PINE000.0-00016,Electroshock (Other),FISH-004,6/25/2012,9:30,greenside darter,117
Fish,1924,PINE000.0-00016,Electroshock (Other),FISH-004,6/25/2012,9:30,margined madtom,149
Fish,1924,PINE000.0-00016,Electroshock (Other),FISH-004,6/25/2012,9:30,spottail shiner,1
Fish,1924,PINE000.0-00016,Electroshock (Other),FISH-004,6/25/2012,9:30,American eel,5
Fish,1924,PINE000.0-00016,Electroshock (Other),FISH-004,6/25/2012,9:30,rosyface shiner,18
Fish,1924,PINE000.0-00016,Electroshock (Other),FISH-004,6/25/2012,9:30,longnose dace,177
Fish,1924,PINE000.0-00016,Electroshock (Other),FISH-004,6/25/2012,9:30,blacknose dace,260
Fish,1924,PINE000.0-00016,Electroshock (Other),FISH-004,6/25/2012,9:30,pumpkinseed,2
Fish,1924,PINE000.0-00016,Electroshock (Other),FISH-004,6/25/2012,9:30,brown trout,2
Fish,1924,PINE000.0-00016,Electroshock (Other),FISH-004,6/25/2012,9:30,bluntnose minnow,12
Fish,1924,PINE000.0-00016,Electroshock (Other),FISH-004,6/25/2012,9:30,northern hog sucker,9
Fish,1924,PINE000.0-00016,Electroshock (Other),FISH-004,6/25/2012,9:30,redbreast sunfish,1
Fish,1924,PINE000.0-00016,Electroshock (Other),FISH-004,6/25/2012,9:30,smallmouth bass,3
Fish,1924,PINE000.0-00016,Electroshock (Other),FISH-004,6/25/2012,9:30,sculpin species,4
Fish,1924,PINE000.0-00016,Electroshock (Other),FISH-004,6/25/2012,9:30,cutlips minnow,284
Fish,1924,PINE000.0-00016,Electroshock (Other),FISH-004,6/25/2012,9:30,common shiner,68
Fish,1924,PINE000.0-00016,Electroshock (Other),FISH-004,6/25/2012,9:30,river chub,310
Fish,1924,PINE000.0-00016,Electroshock (Other),FISH-004,6/25/2012,9:30,fallfish,3
Fish,1924,PINE000.0-00016,Electroshock (Other),FISH-004,6/25/2012,9:30,white sucker,28
Fish,1924,PINE000.0-00016,Electroshock (Other),FISH-004,6/25/2012,9:30,rock bass,7
Fish,2023,WILIS00.0-00001,Backpack Electroshock,FISH-005,5/29/2013,9:30,rainbow trout (hatchery),1
Fish,2024,HARSN00.0-00001,Backpack Electroshock,FISH-005,5/30/2013,9:30,brown trout (hatchery),3
Fish,2024,HARSN00.0-00001,Backpack Electroshock,FISH-005,5/30/2013,9:30,brown trout (wild),8
Fish,2024,HARSN00.0-00001,Backpack Electroshock,FISH-005,5/30/2013,9:30,rainbow trout (hatchery),5
Fish,2024,HARSN00.0-00001,Backpack Electroshock,FISH-005,5/30/2013,9:30,creek chub,1
Fish,2024,HARSN00.0-00001,Backpack Electroshock,FISH-005,5/30/2013,9:30,longnose dace,10
Fish,2024,HARSN00.0-00001,Backpack Electroshock,FISH-005,5/30/2013,9:30,blacknose dace,180
Fish,2024,HARSN00.0-00001,Backpack Electroshock,FISH-005,5/30/2013,9:30,sculpin species,2
Fish,2024,HARSN00.0-00001,Backpack Electroshock,FISH-005,5/30/2013,9:30,brook trout (hatchery),5
Fish,2024,HARSN00.0-00001,Backpack Electroshock,FISH-005,5/30/2013,9:30,brook trout (wild),24
Fish,2025,CHARL00.0-00001,Backpack Electroshock,FISH-005,5/29/2013,13:00,creek chub,29
Fish,2025,CHARL00.0-00001,Backpack Electroshock,FISH-005,5/29/2013,13:00,brown bullhead,4
Fish,2025,CHARL00.0-00001,Backpack Electroshock,FISH-005,5/29/2013,13:00,longnose dace,11
Fish,2025,CHARL00.0-00001,Backpack Electroshock,FISH-005,5/29/2013,13:00,blacknose dace,49
Fish,2025,CHARL00.0-00001,Backpack Electroshock,FISH-005,5/29/2013,13:00,bluntnose minnow,69
Fish,2025,CHARL00.0-00001,Backpack Electroshock,FISH-005,5/29/2013,13:00,central stoneroller,99
Fish,2025,CHARL00.0-00001,Backpack Electroshock,FISH-005,5/29/2013,13:00,largemouth bass,5
Fish,2025,CHARL00.0-00001,Backpack Electroshock,FISH-005,5/29/2013,13:00,bluegill,4
Fish,2025,CHARL00.0-00001,Backpack Electroshock,FISH-005,5/29/2013,13:00,pumpkinseed,5
Fish,2025,CHARL00.0-00001,Backpack Electroshock,FISH-005,5/29/2013,13:00,white sucker,107
Fish,2025,CHARL00.0-00001,Backpack Electroshock,FISH-005,5/29/2013,13:00,American eel,30
Fish,2026,ROCK000.0-00001,Backpack Electroshock,FISH-005,6/17/2013,11:00,No Fish,No Fish
Fish,2028,BABB000.0-00002,Backpack Electroshock,FISH-005,5/30/2013,14:00,golden shiner,1
Fish,2028,BABB000.0-00002,Backpack Electroshock,FISH-005,5/30/2013,14:00,blacknose dace,140
Fish,2028,BABB000.0-00002,Backpack Electroshock,FISH-005,5/30/2013,14:00,white sucker,5
Fish,2028,BABB000.0-00002,Backpack Electroshock,FISH-005,5/30/2013,14:00,creek chub,72
Fish,2029,DIXIE00.0-00001,Backpack Electroshock,FISH-005,6/17/2013,13:00,blacknose dace,77
Fish,2029,DIXIE00.0-00001,Backpack Electroshock,FISH-005,6/17/2013,13:00,longnose dace,1
Fish,2029,DIXIE00.0-00001,Backpack Electroshock,FISH-005,6/17/2013,13:00,brook trout (wild),134
Fish,1811,PINE077.1-4177,Backpack Electroshock,FISH-005,6/20/2013,9:15,white sucker,2
Fish,1811,PINE077.1-4177,Backpack Electroshock,FISH-005,6/20/2013,9:15,Scuplin species,281
Fish,1811,PINE077.1-4177,Backpack Electroshock,FISH-005,6/20/2013,9:15,cutlips minnow,2
Fish,1811,PINE077.1-4177,Backpack Electroshock,FISH-005,6/20/2013,9:15,pearl dace,1
Fish,1811,PINE077.1-4177,Backpack Electroshock,FISH-005,6/20/2013,9:15,fathead minnow,1
Fish,1811,PINE077.1-4177,Backpack Electroshock,FISH-005,6/20/2013,9:15,blacknose dace,155
Fish,1811,PINE077.1-4177,Backpack Electroshock,FISH-005,6/20/2013,9:15,longnose dace,9
Fish,1811,PINE077.1-4177,Backpack Electroshock,FISH-005,6/20/2013,9:15,creek chub,2
Fish,1811,PINE077.1-4177,Backpack Electroshock,FISH-005,6/20/2013,9:15,brook trout,10
Fish,1811,PINE077.1-4177,Backpack Electroshock,FISH-005,6/20/2013,9:15,brown trout,15
Fish,1811,PINE077.1-4177,Backpack Electroshock,FISH-005,9/17/2013,10:30,northern hog sucker,2
Fish,1811,PINE077.1-4177,Backpack Electroshock,FISH-005,9/17/2013,10:30,Scuplin species,177
Fish,1811,PINE077.1-4177,Backpack Electroshock,FISH-005,9/17/2013,10:30,cutlips minnow,13
Fish,1811,PINE077.1-4177,Backpack Electroshock,FISH-005,9/17/2013,10:30,blacknose dace,151
Fish,1811,PINE077.1-4177,Backpack Electroshock,FISH-005,9/17/2013,10:30,longnose dace,5
Fish,1811,PINE077.1-4177,Backpack Electroshock,FISH-005,9/17/2013,10:30,creek chub,2
Fish,1811,PINE077.1-4177,Backpack Electroshock,FISH-005,9/17/2013,10:30,brown trout,25
Fish,1811,PINE077.1-4177,Backpack Electroshock,FISH-005,9/17/2013,10:30,brook trout,16
Fish,92,LPIN000.2-4177,Electroshock (Other),FISH-004,8/3/2017,9:45,brown trout (hatchery),1
Fish,92,LPIN000.2-4177,Electroshock (Other),FISH-004,8/3/2017,9:45,bluntnose minnow,40
Fish,92,LPIN000.2-4177,Electroshock (Other),FISH-004,8/3/2017,9:45,pumpkinseed,21
Fish,92,LPIN000.2-4177,Electroshock (Other),FISH-004,8/3/2017,9:45,green sunfish,74
Fish,92,LPIN000.2-4177,Electroshock (Other),FISH-004,8/3/2017,9:45,golden shiner,1
Fish,92,LPIN000.2-4177,Electroshock (Other),FISH-004,8/3/2017,9:45,river chub,17
Fish,92,LPIN000.2-4177,Electroshock (Other),FISH-004,8/3/2017,9:45,common shiner,3
Fish,92,LPIN000.2-4177,Electroshock (Other),FISH-004,8/3/2017,9:45,cutlips minnow,66
Fish,92,LPIN000.2-4177,Electroshock (Other),FISH-004,8/3/2017,9:45,spotfin shiner,8
Fish,92,LPIN000.2-4177,Electroshock (Other),FISH-004,8/3/2017,9:45,bluegill,5
Fish,92,LPIN000.2-4177,Electroshock (Other),FISH-004,8/3/2017,9:45,redbreast sunfish,4
Fish,92,LPIN000.2-4177,Electroshock (Other),FISH-004,8/3/2017,9:45,rock bass,42
Fish,92,LPIN000.2-4177,Electroshock (Other),FISH-004,8/3/2017,9:45,smallmouth bass,103
Fish,92,LPIN000.2-4177,Electroshock (Other),FISH-004,8/3/2017,9:45,white sucker,11
Fish,92,LPIN000.2-4177,Electroshock (Other),FISH-004,8/3/2017,9:45,American eel,2
Fish,92,LPIN000.2-4177,Electroshock (Other),FISH-004,8/3/2017,9:45,sculpin species,52
Fish,92,LPIN000.2-4177,Electroshock (Other),FISH-004,8/3/2017,9:45,central stoneroller,42
Fish,92,LPIN000.2-4177,Electroshock (Other),FISH-004,8/3/2017,9:45,greenside darter,189
Fish,92,LPIN000.2-4177,Electroshock (Other),FISH-004,8/3/2017,9:45,northern hog sucker,7
Fish,92,LPIN000.2-4177,Electroshock (Other),FISH-004,8/3/2017,9:45,shield darter,3
Fish,92,LPIN000.2-4177,Electroshock (Other),FISH-004,8/3/2017,9:45,yellow bullhead,1
Fish,92,LPIN000.2-4177,Electroshock (Other),FISH-004,8/3/2017,9:45,chain pickerel,3
Fish,92,LPIN000.2-4177,Electroshock (Other),FISH-004,8/3/2017,9:45,fallfish,151
Fish,92,LPIN000.2-4177,Electroshock (Other),FISH-004,8/3/2017,9:45,longnose dace,46
Fish,92,LPIN000.2-4177,Electroshock (Other),FISH-004,8/3/2017,9:45,margined madtom,10
Fish,92,LPIN000.2-4177,Electroshock (Other),FISH-004,8/3/2017,9:45,fantail darter,93
Fish,92,LPIN000.2-4177,Electroshock (Other),FISH-004,8/3/2017,9:45,rainbow trout (hatchery),3
Fish,92,LPIN000.2-4177,Electroshock (Other),FISH-004,8/3/2017,9:45,tessellated darter,7
Fish,92,LPIN000.2-4177,Electroshock (Other),FISH-004,8/3/2017,9:45,mimic shiner,10
Fish,92,LPIN000.2-4177,Electroshock (Other),FISH-004,8/3/2017,9:45,blacknose dace,1
Fish,92,LPIN000.2-4177,Electroshock (Other),FISH-004,8/3/2017,9:45,brown trout (wild),6
Fish,92,LPIN000.2-4177,Electroshock (Other),FISH-004,8/3/2017,9:45,roseyface shiner,22
Fish,92,LPIN000.2-4177,Electroshock (Other),FISH-004,8/3/2017,9:45,banded darter,126
Fish,1669,BLOC001.3-4177,Backpack Electroshock,FISH-005,7/21/2014,17:00,northern hog sucker,1
Fish,1669,BLOC001.3-4177,Backpack Electroshock,FISH-005,7/21/2014,17:00,blacknose dace,533
Fish,1669,BLOC001.3-4177,Backpack Electroshock,FISH-005,7/21/2014,17:00,white sucker,6
Fish,1669,BLOC001.3-4177,Backpack Electroshock,FISH-005,7/21/2014,17:00,common shiner,11
Fish,1669,BLOC001.3-4177,Backpack Electroshock,FISH-005,7/21/2014,17:00,cutlips minnow,98
Fish,1669,BLOC001.3-4177,Backpack Electroshock,FISH-005,7/21/2014,17:00,central stoneroller,25
Fish,1669,BLOC001.3-4177,Backpack Electroshock,FISH-005,7/21/2014,17:00,longnose dace,217
Fish,1669,BLOC001.3-4177,Backpack Electroshock,FISH-005,7/21/2014,17:00,sculpin species,32
Fish,1669,BLOC001.3-4177,Backpack Electroshock,FISH-005,7/21/2014,17:00,creek chub,7
Fish,1669,BLOC001.3-4177,Backpack Electroshock,FISH-005,7/21/2014,17:00,river chub,40
Fish,1669,BLOC001.3-4177,Backpack Electroshock,FISH-005,7/21/2014,17:00,brook trout (wild),1
Fish,1669,BLOC001.3-4177,Backpack Electroshock,FISH-005,7/21/2014,17:00,brown trout (wild),2
Fish,1669,BLOC001.3-4177,Backpack Electroshock,FISH-005,7/21/2014,17:00,tessellated darter,17
Fish,1669,BLOC001.3-4177,Backpack Electroshock,FISH-005,7/21/2014,17:00,margined madtom,47
Fish,1666,ELKR000.5-4177,Backpack Electroshock,FISH-005,7/22/2014,13:00,American eel,4
Fish,1666,ELKR000.5-4177,Backpack Electroshock,FISH-005,7/22/2014,13:00,central stoneroller,25
Fish,1666,ELKR000.5-4177,Backpack Electroshock,FISH-005,7/22/2014,13:00,redside dace,9
Fish,1666,ELKR000.5-4177,Backpack Electroshock,FISH-005,7/22/2014,13:00,cutlips minnow,28
Fish,1666,ELKR000.5-4177,Backpack Electroshock,FISH-005,7/22/2014,13:00,sculpin species,14
Fish,1666,ELKR000.5-4177,Backpack Electroshock,FISH-005,7/22/2014,13:00,blacknose dace,98
Fish,1666,ELKR000.5-4177,Backpack Electroshock,FISH-005,7/22/2014,13:00,common shiner,3
Fish,1666,ELKR000.5-4177,Backpack Electroshock,FISH-005,7/22/2014,13:00,river chub,12
Fish,1666,ELKR000.5-4177,Backpack Electroshock,FISH-005,7/22/2014,13:00,brown trout (wild),3
Fish,1666,ELKR000.5-4177,Backpack Electroshock,FISH-005,7/22/2014,13:00,tessellated darter,10
Fish,1666,ELKR000.5-4177,Backpack Electroshock,FISH-005,7/22/2014,13:00,greenside darter,1
Fish,1666,ELKR000.5-4177,Backpack Electroshock,FISH-005,7/22/2014,13:00,margined madtom,19
Fish,1666,ELKR000.5-4177,Backpack Electroshock,FISH-005,7/22/2014,13:00,brown bullhead,1
Fish,1666,ELKR000.5-4177,Backpack Electroshock,FISH-005,7/22/2014,13:00,creek chub,16
Fish,1666,ELKR000.5-4177,Backpack Electroshock,FISH-005,7/22/2014,13:00,longnose dace,43
Fish,1666,ELKR000.5-4177,Backpack Electroshock,FISH-005,7/22/2014,13:00,white sucker,9
Fish,1731,LONG001.3-4177,Backpack Electroshock,FISH-005,7/22/2014,16:00,margined madtom,5
Fish,1731,LONG001.3-4177,Backpack Electroshock,FISH-005,7/22/2014,16:00,creek chub,22
Fish,1731,LONG001.3-4177,Backpack Electroshock,FISH-005,7/22/2014,16:00,brown trout (wild),7
Fish,1731,LONG001.3-4177,Backpack Electroshock,FISH-005,7/22/2014,16:00,blacknose dace,260
Fish,1731,LONG001.3-4177,Backpack Electroshock,FISH-005,7/22/2014,16:00,sculpin species,76
Fish,1731,LONG001.3-4177,Backpack Electroshock,FISH-005,7/22/2014,16:00,fathead minnow,1
Fish,1731,LONG001.3-4177,Backpack Electroshock,FISH-005,7/22/2014,16:00,river chub,1
Fish,1731,LONG001.3-4177,Backpack Electroshock,FISH-005,7/22/2014,16:00,cutlips minnow,22
Fish,1731,LONG001.3-4177,Backpack Electroshock,FISH-005,7/22/2014,16:00,redside dace,6
Fish,1731,LONG001.3-4177,Backpack Electroshock,FISH-005,7/22/2014,16:00,bluegill,1
Fish,1731,LONG001.3-4177,Backpack Electroshock,FISH-005,7/22/2014,16:00,American eel,2
Fish,1731,LONG001.3-4177,Backpack Electroshock,FISH-005,7/22/2014,16:00,longnose dace,45
Fish,1731,LONG001.3-4177,Backpack Electroshock,FISH-005,7/22/2014,16:00,white sucker,4
Fish,92,LPIN000.2-4177,Backpack Electroshock,FISH-005,7/21/2014,11:00,mimic shiner,26
Fish,92,LPIN000.2-4177,Backpack Electroshock,FISH-005,7/21/2014,11:00,northern hog sucker,6
Fish,92,LPIN000.2-4177,Backpack Electroshock,FISH-005,7/21/2014,11:00,rock bass,13
Fish,92,LPIN000.2-4177,Backpack Electroshock,FISH-005,7/21/2014,11:00,pumpkinseed,1
Fish,92,LPIN000.2-4177,Backpack Electroshock,FISH-005,7/21/2014,11:00,smallmouth bass,106
Fish,92,LPIN000.2-4177,Backpack Electroshock,FISH-005,7/21/2014,11:00,sculpin species,34
Fish,92,LPIN000.2-4177,Backpack Electroshock,FISH-005,7/21/2014,11:00,central stoneroller,133
Fish,92,LPIN000.2-4177,Backpack Electroshock,FISH-005,7/21/2014,11:00,spotfin shiner,10
Fish,92,LPIN000.2-4177,Backpack Electroshock,FISH-005,7/21/2014,11:00,cutlips minnow,55
Fish,92,LPIN000.2-4177,Backpack Electroshock,FISH-005,7/21/2014,11:00,common shiner,2
Fish,92,LPIN000.2-4177,Backpack Electroshock,FISH-005,7/21/2014,11:00,white sucker,8
Fish,92,LPIN000.2-4177,Backpack Electroshock,FISH-005,7/21/2014,11:00,rosyface shiner,10
Fish,92,LPIN000.2-4177,Backpack Electroshock,FISH-005,7/21/2014,11:00,bluntnose minnow,10
Fish,92,LPIN000.2-4177,Backpack Electroshock,FISH-005,7/21/2014,11:00,longnose dace,51
Fish,92,LPIN000.2-4177,Backpack Electroshock,FISH-005,7/21/2014,11:00,fallfish,15
Fish,92,LPIN000.2-4177,Backpack Electroshock,FISH-005,7/21/2014,11:00,margined madtom,19
Fish,92,LPIN000.2-4177,Backpack Electroshock,FISH-005,7/21/2014,11:00,greenside darter,154
Fish,92,LPIN000.2-4177,Backpack Electroshock,FISH-005,7/21/2014,11:00,tessellated darter,18
Fish,92,LPIN000.2-4177,Backpack Electroshock,FISH-005,7/21/2014,11:00,banded darter,94
Fish,92,LPIN000.2-4177,Backpack Electroshock,FISH-005,7/21/2014,11:00,shield darter,3
Fish,92,LPIN000.2-4177,Backpack Electroshock,FISH-005,7/21/2014,11:00,rainbow trout (hatchery),1
Fish,92,LPIN000.2-4177,Backpack Electroshock,FISH-005,7/21/2014,11:00,brown trout (hatchery),1
Fish,92,LPIN000.2-4177,Backpack Electroshock,FISH-005,7/21/2014,11:00,river chub,12
Fish,92,LPIN000.2-4177,Backpack Electroshock,FISH-005,7/21/2014,11:00,creek chub,1
Fish,1806,MARS001.5-4177,Electroshock (Other),FISH-004,7/22/2014,8:00,longnose dace,16
Fish,1806,MARS001.5-4177,Electroshock (Other),FISH-004,7/22/2014,8:00,fallfish,26
Fish,1806,MARS001.5-4177,Electroshock (Other),FISH-004,7/22/2014,8:00,chain pickerel,26
Fish,1806,MARS001.5-4177,Electroshock (Other),FISH-004,7/22/2014,8:00,margined madtom,25
Fish,1806,MARS001.5-4177,Electroshock (Other),FISH-004,7/22/2014,8:00,greenside darter,10
Fish,1806,MARS001.5-4177,Electroshock (Other),FISH-004,7/22/2014,8:00,banded darter,9
Fish,1806,MARS001.5-4177,Electroshock (Other),FISH-004,7/22/2014,8:00,shield darter,12
Fish,1806,MARS001.5-4177,Electroshock (Other),FISH-004,7/22/2014,8:00,bluntnose minnow,28
Fish,1806,MARS001.5-4177,Electroshock (Other),FISH-004,7/22/2014,8:00,northern hog sucker,11
Fish,1806,MARS001.5-4177,Electroshock (Other),FISH-004,7/22/2014,8:00,tessellated darter,65
Fish,1806,MARS001.5-4177,Electroshock (Other),FISH-004,7/22/2014,8:00,mimic shiner,58
Fish,1806,MARS001.5-4177,Electroshock (Other),FISH-004,7/22/2014,8:00,spottail shiner,14
Fish,1806,MARS001.5-4177,Electroshock (Other),FISH-004,7/22/2014,8:00,river chub,8
Fish,1806,MARS001.5-4177,Electroshock (Other),FISH-004,7/22/2014,8:00,common shiner,30
Fish,1806,MARS001.5-4177,Electroshock (Other),FISH-004,7/22/2014,8:00,cutlips minnow,67
Fish,1806,MARS001.5-4177,Electroshock (Other),FISH-004,7/22/2014,8:00,central stoneroller,1
Fish,1806,MARS001.5-4177,Electroshock (Other),FISH-004,7/22/2014,8:00,pumpkinseed,25
Fish,1806,MARS001.5-4177,Electroshock (Other),FISH-004,7/22/2014,8:00,rock bass,13
Fish,1806,MARS001.5-4177,Electroshock (Other),FISH-004,7/22/2014,8:00,white sucker,120
Fish,1806,MARS001.5-4177,Electroshock (Other),FISH-004,7/22/2014,8:00,brown trout (hatchery),1
Fish,1806,MARS001.5-4177,Electroshock (Other),FISH-004,7/22/2014,8:00,American eel,32
Fish,1806,MARS001.5-4177,Electroshock (Other),FISH-004,7/22/2014,8:00,redbreast sunfish,3
Fish,1806,MARS001.5-4177,Electroshock (Other),FISH-004,7/22/2014,8:00,brown trout (wild),3
Fish,1806,MARS001.5-4177,Electroshock (Other),FISH-004,7/22/2014,8:00,rainbow trout (hatchery),1
Fish,1667,WPIN001.5-4177,Backpack Electroshock,FISH-005,7/23/2014,8:00,American eel,1
Fish,1667,WPIN001.5-4177,Backpack Electroshock,FISH-005,7/23/2014,8:00,sculpin species,85
Fish,1667,WPIN001.5-4177,Backpack Electroshock,FISH-005,7/23/2014,8:00,cutlips minnow,72
Fish,1667,WPIN001.5-4177,Backpack Electroshock,FISH-005,7/23/2014,8:00,creek chub,11
Fish,1667,WPIN001.5-4177,Backpack Electroshock,FISH-005,7/23/2014,8:00,longnose dace,99
Fish,1667,WPIN001.5-4177,Backpack Electroshock,FISH-005,7/23/2014,8:00,blacknose dace,210
Fish,1667,WPIN001.5-4177,Backpack Electroshock,FISH-005,7/23/2014,8:00,bluntnose minnow,4
Fish,1667,WPIN001.5-4177,Backpack Electroshock,FISH-005,7/23/2014,8:00,river chub,49
Fish,1667,WPIN001.5-4177,Backpack Electroshock,FISH-005,7/23/2014,8:00,common shiner,37
Fish,1667,WPIN001.5-4177,Backpack Electroshock,FISH-005,7/23/2014,8:00,tessellated darter,10
Fish,1667,WPIN001.5-4177,Backpack Electroshock,FISH-005,7/23/2014,8:00,white sucker,31
Fish,1667,WPIN001.5-4177,Backpack Electroshock,FISH-005,7/23/2014,8:00,brown trout (wild),14
Fish,1667,WPIN001.5-4177,Backpack Electroshock,FISH-005,7/23/2014,8:00,margined madtom,28
Fish,1667,WPIN001.5-4177,Backpack Electroshock,FISH-005,7/23/2014,8:00,northern hog sucker,2
Fish,1667,WPIN001.5-4177,Backpack Electroshock,FISH-005,7/23/2014,8:00,shield darter,2
Fish,1805,PINE048.8-4177,Electroshock (Other),FISH-004,9/2/2015,0:00,American eel,32
Fish,1805,PINE048.8-4177,Electroshock (Other),FISH-004,9/2/2015,0:00,white sucker,20
Fish,1805,PINE048.8-4177,Electroshock (Other),FISH-004,9/2/2015,0:00,northern hog sucker,5
Fish,1805,PINE048.8-4177,Electroshock (Other),FISH-004,9/2/2015,0:00,rock bass,8
Fish,1805,PINE048.8-4177,Electroshock (Other),FISH-004,9/2/2015,0:00,redbreast sunfish,1
Fish,1805,PINE048.8-4177,Electroshock (Other),FISH-004,9/2/2015,0:00,smallmouth bass,51
Fish,1805,PINE048.8-4177,Electroshock (Other),FISH-004,9/2/2015,0:00,central stoneroller,31
Fish,1805,PINE048.8-4177,Electroshock (Other),FISH-004,9/2/2015,0:00,cutlips minnow,285
Fish,1805,PINE048.8-4177,Electroshock (Other),FISH-004,9/2/2015,0:00,common shiner,8
Fish,1805,PINE048.8-4177,Electroshock (Other),FISH-004,9/2/2015,0:00,river chub,535
Fish,1805,PINE048.8-4177,Electroshock (Other),FISH-004,9/2/2015,0:00,rosyface shiner,32
Fish,1805,PINE048.8-4177,Electroshock (Other),FISH-004,9/2/2015,0:00,mimic shiner,31
Fish,1805,PINE048.8-4177,Electroshock (Other),FISH-004,9/2/2015,0:00,bluntnose minnow,2
Fish,1805,PINE048.8-4177,Electroshock (Other),FISH-004,9/2/2015,0:00,longnose dace,115
Fish,1805,PINE048.8-4177,Electroshock (Other),FISH-004,9/2/2015,0:00,fallfish,15
Fish,1805,PINE048.8-4177,Electroshock (Other),FISH-004,9/2/2015,0:00,margined madtom,229
Fish,1805,PINE048.8-4177,Electroshock (Other),FISH-004,9/2/2015,0:00,greenside darter,49
Fish,1805,PINE048.8-4177,Electroshock (Other),FISH-004,9/2/2015,0:00,tessellated darter,28
Fish,1805,PINE048.8-4177,Electroshock (Other),FISH-004,9/2/2015,0:00,banded darter,97
Fish,1805,PINE048.8-4177,Electroshock (Other),FISH-004,9/2/2015,0:00,shield darter,22
Fish,1805,PINE048.8-4177,Electroshock (Other),FISH-004,9/2/2015,0:00,brown trout (hatchery),1
Fish,1810,NINE000.1-4177,Backpack Electroshock,FISH-005,10/3/2016,12:00,white sucker,6
Fish,1810,NINE000.1-4177,Backpack Electroshock,FISH-005,10/3/2016,12:00,blacknose dace,141
Fish,1810,NINE000.1-4177,Backpack Electroshock,FISH-005,10/3/2016,12:00,cutlips minnow,15
Fish,1810,NINE000.1-4177,Backpack Electroshock,FISH-005,10/3/2016,12:00,creek chub,1
Fish,1810,NINE000.1-4177,Backpack Electroshock,FISH-005,10/3/2016,12:00,brown trout (wild),144
Fish,1810,NINE000.1-4177,Backpack Electroshock,FISH-005,10/3/2016,12:00,brook trout (wild),13
Fish,1810,NINE000.1-4177,Backpack Electroshock,FISH-005,10/3/2016,12:00,longnose dace,7
Fish,1810,NINE000.1-4177,Backpack Electroshock,FISH-005,10/3/2016,12:00,sculpin species,185
Fish,1811,PINE077.1-4177,Backpack Electroshock,FISH-005,6/16/2014,13:30,white sucker,1
Fish,1811,PINE077.1-4177,Backpack Electroshock,FISH-005,6/16/2014,13:30,blacknose dace,64
Fish,1811,PINE077.1-4177,Backpack Electroshock,FISH-005,6/16/2014,13:30,brook trout (wild),22
Fish,1811,PINE077.1-4177,Backpack Electroshock,FISH-005,6/16/2014,13:30,sculpin species,145
Fish,1811,PINE077.1-4177,Backpack Electroshock,FISH-005,6/16/2014,13:30,pumpkinseed,1
Fish,1811,PINE077.1-4177,Backpack Electroshock,FISH-005,6/16/2014,13:30,longnose dace,2
Fish,1811,PINE077.1-4177,Backpack Electroshock,FISH-005,6/16/2014,13:30,fathead minnow,1
Fish,1811,PINE077.1-4177,Backpack Electroshock,FISH-005,6/16/2014,13:30,cutlips minnow,3
Fish,1811,PINE077.1-4177,Backpack Electroshock,FISH-005,6/16/2014,13:30,brown trout (wild),13
Fish,1811,PINE077.1-4177,Backpack Electroshock,FISH-005,9/23/2014,9:30,sculpin species,257
Fish,1811,PINE077.1-4177,Backpack Electroshock,FISH-005,9/23/2014,9:30,cutlips minnow,7
Fish,1811,PINE077.1-4177,Backpack Electroshock,FISH-005,9/23/2014,9:30,blacknose dace,135
Fish,1811,PINE077.1-4177,Backpack Electroshock,FISH-005,9/23/2014,9:30,pearl dace,1
Fish,1811,PINE077.1-4177,Backpack Electroshock,FISH-005,9/23/2014,9:30,white sucker,1
Fish,1811,PINE077.1-4177,Backpack Electroshock,FISH-005,9/23/2014,9:30,brown trout (wild),55
